suburb,state,latitude,longitude,assigned_region
Whitsundays,QLD,-20.1194,148.9133,
Flametree,QLD,-20.27,148.7497,
Cannonvale,QLD,-20.2768,148.6976,
Newlands,QLD,-21.2333,147.9333,
Mount Coolon,QLD,-21.3833,147.3333,
Collinsville,QLD,-20.5522,147.844,
Mount Wyatt,QLD,-20.8537,147.7453,
Gumlu,QLD,-19.8833,147.6833,
Delta,QLD,-20.0167,148.1833,
Binbee,QLD,-20.3,147.9333,
Bowen,QLD,-20.0137,148.2475,
Merinda,QLD,-20.0169,148.1634,
Guthalungra,QLD,-19.9167,147.8333,
Brisk Bay,QLD,-20.0526,148.0223,
Rose Bay,QLD,-20.0526,148.0223,
Queens Beach,QLD,-19.9796,148.2263,
Bogie,QLD,-20.2942,147.9079,
Kianga,QLD,-24.6936,150.0128,
Dromedary,QLD,-24.6344,149.659,
New Port,SA,-34.8443,138.4944,
Garden Island,SA,-34.8441,138.4953,
Torrens Island,SA,-34.8441,138.4953,
Port Adelaide Dc,SA,-34.8441,138.4953,
Birkenhead,SA,-34.8368,138.4979,
Port Adelaide Bc,SA,-34.8441,138.4953,
Port Adelaide,SA,-34.8462,138.503,
City West Campus,SA,-34.9287,138.5986,
Station Arcade,SA,-34.9287,138.5986,
Rundle Mall,SA,-34.9287,138.5986,
Parliament House,SA,-34.9287,138.5986,
Adelaide Bc,SA,-34.9287,138.5986,
Hutt Street,SA,-34.9287,138.5986,
Halifax Street,SA,-34.9287,138.5986,
Adelaide,SA,-34.9287,138.5986,
Sturt Street,SA,-34.9287,138.5986,
The University Of Adelaide,SA,-34.8972,138.5717,
Adelaide University,SA,-34.8972,138.5717,
University Of Adelaide,SA,-34.8972,138.5717,
Bowden,SA,-34.9026,138.5791,
Hindmarsh,SA,-34.9061,138.5706,
Belair,SA,-34.9977,138.6208,
Burnside,SA,-34.9404,138.6691,
Beaumont,SA,-34.949,138.6619,
Skye,SA,-34.9245,138.6928,
Magill North,SA,-34.9146,138.6853,
Magill South,SA,-34.9091,138.675,
Tranmere North,SA,-34.8935,138.6626,
Tranmere,SA,-34.9055,138.6621,
Athelstone,SA,-34.8702,138.6999,
Castambul,SA,-34.8702,138.6999,
Inglewood,SA,-34.824,138.7739,
Montacute,SA,-34.888,138.7491,
Greenhill,SA,-34.9499,138.6917,
Piccadilly,SA,-34.9778,138.7302,
Dorset Vale,SA,-35.0873,138.6764,
Cherry Gardens,SA,-35.0634,138.6629,
Bull Creek,SA,-35.2333,138.75,
Ashbourne,SA,-35.2873,138.7668,
Clarendon,SA,-35.1167,138.6333,
Kangarilla,SA,-35.1488,138.6604,
Forreston,SA,-34.7814,138.9181,
Cromer,SA,-34.7627,138.9901,
Flaxman Valley,SA,-34.6111,139.0418,
Mount Pleasant,SA,-34.7749,139.0491,
Eden Valley,SA,-34.65,139.1,
Taunton,SA,-34.7012,139.0541,
Springton,SA,-34.7074,139.0893,
St Ives,SA,-35.0444,138.954,
Petwood,SA,-35.0725,138.9498,
Kanmantoo,SA,-35.0701,139.0127,
Mount Crawford,SA,-34.704,138.962,
Williamstown,SA,-34.6721,138.8911,
Cockatoo Valley,SA,-34.6248,138.8365,
Altona,SA,-34.5962,138.914,
Barossa Goldfields,SA,-34.6516,138.8354,
Stockyard Creek,SA,-34.3003,138.5852,
Macclesfield,SA,-35.1718,138.8359,
Scott Creek,SA,-35.0575,138.7052,
Chapel Hill,SA,-35.0892,138.7584,
Ironbank,SA,-35.05,138.6833,
Bradbury,SA,-35.0608,138.7251,
Longwood,SA,-35.05,138.7167,
Myponga Beach,SA,-35.3738,138.387,
Port Elliot,SA,-35.5302,138.6792,
Middleton,SA,-35.5105,138.7038,
Goolwa South,SA,-35.5148,138.7813,
Goolwa Beach,SA,-35.5047,138.7732,
Narrung,SA,-35.5122,139.1685,
Lake Albert,SA,-35.3839,139.3381,
Wellington,SA,-35.35,139.3833,
East Wellington,SA,-35.3333,139.4,
Point Mcleay,SA,-35.5333,139.1,
Raukkan,SA,-35.5333,139.1,
Kersbrook,SA,-34.7831,138.8509,
Millbrook,SA,-34.8028,138.8422,
Truro,SA,-34.4087,139.1274,
Steinfeld,SA,-34.3843,139.2851,
St Kitts,SA,-34.3517,139.0852,
Dutton,SA,-34.3667,139.1333,
Dutton East,SA,-34.3487,139.2495,
Gleeson Hill,SA,-33.7232,138.1573,
Port Broughton,SA,-33.6007,137.936,
Lower Broughton,SA,-33.3195,137.9612,
Ward Hill,SA,-33.4932,137.9467,
Fisherman Bay,SA,-33.5594,137.9429,
Wandearah,SA,-33.3852,138.1555,
Crystal Brook,SA,-33.3526,138.2095,
Wandearah West,SA,-33.3927,137.9731,
Beaufort,SA,-34.0833,138.2,
Inkerman,SA,-34.2799,138.2378,
Proof Range,SA,-34.1365,138.2147,
Port Wakefield,SA,-34.1848,138.1453,
Thomas Plains,SA,-33.9637,137.9278,
New Town,SA,-33.9936,137.7613,
Jericho,SA,-33.9936,137.7613,
Nangari,SA,-34.4903,140.8742,
Taplan,SA,-34.5444,140.8801,
Noora,SA,-34.4387,140.8601,
Highgate,SA,-34.9618,138.6218,
Parkside,SA,-34.9451,138.613,
Eastwood,SA,-34.9423,138.6218,
Norwood South,SA,-34.9242,138.6305,
Norwood,SA,-34.9273,138.6285,
Eagle On The Hill,SA,-34.9741,138.6734,
Leawood Gardens,SA,-34.9741,138.6734,
Campbelltown,SA,-34.8833,138.6667,
Beverley,SA,-34.8951,138.5463,
St Clair,SA,-34.8709,138.5354,
St Claire,SA,-34.8806,138.5381,
Woodville,SA,-34.877,138.5429,
Gillman,SA,-34.8409,138.5282,
Rosewater East,SA,-34.8496,138.5369,
Wingfield,SA,-34.8498,138.5674,
Semaphore,SA,-34.8393,138.4823,
Exeter,SA,-34.8399,138.489,
Semaphore Park,SA,-34.8507,138.4789,
Semaphore South,SA,-34.8498,138.4795,
West Lakes Shore,SA,-34.8601,138.4897,
Henley Beach South,SA,-34.9259,138.4955,
Tennyson,SA,-34.886,138.4859,
Kirkcaldy,SA,-34.9086,138.4915,
Henley Beach,SA,-34.9203,138.4944,
Grange,SA,-34.9022,138.4902,
Seaton,SA,-34.9,138.5167,
Seaton North,SA,-34.9,138.525,
Riverton,SA,-34.1551,138.7482,
Navan,SA,-34.1517,138.7188,
Woolshed Flat,SA,-34.1517,138.7188,
Manoora,SA,-34.0,138.8167,
Stanley,SA,-33.787,138.6034,
Auburn,SA,-34.0269,138.6852,
Bungaree,SA,-33.7443,138.5609,
Hart,SA,-33.697,138.4166,
Rochester,SA,-33.6952,138.4853,
Mitalie,SA,-33.6051,136.9369,
Lucky Bay,SA,-33.7059,137.0462,
Cowell,SA,-33.6823,136.9212,
Mitchellville,SA,-33.6167,137.15,
Midgee,SA,-33.4209,137.1546,
Port Gibbon,SA,-33.7972,136.8028,
Port Neill,SA,-34.1191,136.3493,
Dowling,SA,-33.8907,137.9935,
Melton,SA,-33.8907,137.9935,
Dowlingville,SA,-34.327,137.9193,
Tickera,SA,-33.7965,137.7415,
Wallaroo,SA,-33.9388,137.6337,
Wallaroo Plain,SA,-33.8704,137.6849,
Warburto,SA,-34.0,137.6167,
North Beach,SA,-33.9029,137.6329,
Colton,SA,-33.4833,134.9333,
Elliston,SA,-33.6479,134.8889,
Talia,SA,-33.3167,134.8833,
Bramfield,SA,-33.6167,135.0167,
Port Kenny,SA,-33.1667,134.7,
Baird Bay,SA,-33.1502,134.3638,
Mount Cooper,SA,-33.0833,134.7,
Calca,SA,-33.0833,134.35,
Witera,SA,-33.0981,134.5451,
Tyringa,SA,-33.0981,134.5451,
Wilmington,SA,-32.6499,138.0981,
Humbug Scrub,SA,-34.7409,138.8116,
Smithfield,SA,-34.6833,138.6833,
Sampson Flat,SA,-34.7287,138.7801,
Yattalunga,SA,-34.6847,138.8037,
Gould Creek,SA,-34.7424,138.7087,
Smithfield West,SA,-34.657,138.671,
Lindley,SA,-33.8919,139.6102,
Maude,SA,-33.9355,139.4141,
Westons Flat,SA,-33.9355,139.4141,
Stuart,SA,-33.0249,137.5247,
Beatty,SA,-34.0145,139.4394,
Bundey,SA,-33.8854,139.347,
Bright,SA,-33.9035,139.1343,
Halleluja Hills,SA,-33.9214,139.0699,
Rocky Plain,SA,-34.0109,139.1339,
Worlds End,SA,-33.8327,139.0567,
Worlds End Creek,SA,-33.8327,139.0567,
Waterloo,SA,-33.9833,138.8667,
Black Springs,SA,-33.9,138.9,
Collinsville,SA,-33.3333,139.15,
Pine Creek,SA,-33.4111,138.8616,
Pleasant Park,SA,-37.3892,140.8063,
Comaum,SA,-37.2198,140.9251,
Penola,SA,-37.3752,140.8368,
Glenroy,SA,-37.25,140.85,
Nangwarry,SA,-37.546,140.8145,
Canunda,SA,-37.5651,140.2921,
Southend,SA,-37.5678,140.1287,
Beachport,SA,-37.4805,140.0126,
Sebastopol,SA,-37.5651,140.2921,
Marino,SA,-35.0447,138.5124,
Seacliff,SA,-35.0347,138.5229,
Kingston Park,SA,-35.0382,138.5163,
American River,SA,-35.7725,137.7783,
Ballast Head,SA,-35.7566,137.7692,
Muston,SA,-35.7897,137.757,
Baudin Beach,SA,-35.7765,137.8729,
Penneshaw,SA,-35.7181,137.9411,
Dudley West,SA,-35.802,137.8574,
Island Beach,SA,-35.7975,137.7987,
Cuttlefish Bay,SA,-35.7495,138.0415,
Sapphiretown,SA,-35.7907,137.781,
Brown Beach,SA,-35.7984,137.8378,
Willoughby,SA,-35.7788,137.9046,
Porky Flat,SA,-35.7788,137.9046,
Willson River,SA,-35.8337,137.9571,
Hungerford,SA,-35.7788,137.9046,
Antechamber Bay,SA,-35.796,138.06,
Ironstone,SA,-35.7462,137.9749,
Browns Beach,SA,-35.7788,137.9046,
Pelican Lagoon,SA,-35.807,137.8039,
Kangaroo Head,SA,-35.7199,137.9132,
American Beach,SA,-35.7788,137.9046,
Western River,SA,-35.7,136.9667,
Middle River,SA,-35.6833,137.05,
Stokes Bay,SA,-35.6294,137.2034,
Menzies,SA,-35.6977,137.3447,
Flinders Chase,SA,-35.8836,136.6981,
Brownlow,SA,-34.2454,139.2693,
Stun’Sail Boom,SA,-35.6977,137.3447,
Harriet River,SA,-35.6977,137.3447,
Stun'Sail Boom,SA,-35.6977,137.3447,
D’Estrees Bay,SA,-35.6977,137.3447,
D'Estrees Bay,SA,-35.928,137.5742,
Bay Of Shoals,SA,-35.6082,137.5618,
Cape Borda,SA,-35.7619,136.6864,
Karatta,SA,-35.9284,136.8972,
Haines,SA,-35.6977,137.3447,
Cassini,SA,-35.6555,137.3078,
De Mole River,SA,-35.7394,136.7854,
North Cape,SA,-35.5808,137.595,
Macgillivray,SA,-35.9135,137.4757,
Nepean Bay,SA,-35.6977,137.3447,
Seal Bay,SA,-35.9586,137.3177,
Kingscote,SA,-35.6559,137.6393,
Brownlow Ki,SA,-35.6714,137.6071,
Wisanger,SA,-35.6155,137.456,
Vivonne Bay,SA,-35.9826,137.1771,
Cygnet River,SA,-35.7,137.5167,
Seddon,SA,-35.8359,137.2923,
Emu Bay,SA,-35.594,137.5448,
Purnong Landing,SA,-34.8667,139.6167,
Forster,SA,-34.7334,139.5548,
Coolcha,SA,-34.9167,139.5833,
Rocky Point,SA,-34.8633,139.4486,
Wall,SA,-34.9667,139.3167,
Wilkawatt,SA,-35.3673,140.3601,
Sherlock,SA,-35.3167,139.8167,
Mindarie,SA,-34.8167,140.2167,
Katunga Station,SA,-32.864,137.1598,
Secret Rocks,SA,-32.864,137.1598,
Iron Baron,SA,-32.9951,137.1686,
Cooyerdoo,SA,-32.864,137.1598,
Gilles Downs,SA,-32.864,137.1598,
Myola Station,SA,-32.864,137.1598,
Jamieson,SA,-33.5196,136.3884,
Kolendo,SA,-32.4474,136.411,
Nonning,SA,-32.5,136.5,
Hiltaba,SA,-32.4474,136.411,
Siam,SA,-32.4053,136.6694,
Thurlga,SA,-32.4474,136.411,
Kokatha,SA,-32.4474,136.411,
Rosedale,SA,-34.55,138.85,
Sandy Creek,SA,-34.55,138.85,
Ebenezer,SA,-34.4222,139.033,
Shea-Oak Log,SA,-34.5167,138.8167,
Templers,SA,-34.4684,138.7468,
Roseworthy,SA,-34.534,138.7502,
Freeling,SA,-34.4541,138.8087,
Hamilton,SA,-34.2167,138.8667,
Frankton,SA,-34.29,139.2054,
Mount Mary,SA,-34.1,139.4333,
Buchanan,SA,-34.1604,139.1605,
Bower,SA,-34.1241,139.3512,
Hampden,SA,-34.15,139.05,
Wasleys,SA,-34.4699,138.6856,
Alma,SA,-34.2668,138.6304,
Edilillie,SA,-34.4118,135.7063,
Mitchell,SA,-35.0103,138.5627,
Karte,SA,-35.0667,140.7,
Peebinga,SA,-34.9333,140.9167,
Pinnaroo,SA,-35.2616,140.912,
Kalyan,SA,-34.9333,139.8333,
Woodleigh,SA,-34.5682,140.7151,
Meribah,SA,-34.7034,140.8542,
Taldra,SA,-34.4228,140.8887,
Kingston-On-Murray,SA,-34.2189,140.3345,
Fisher,SA,-34.5856,139.6767,
Swan Reach,SA,-34.5666,139.5975,
Moorundie,SA,-34.4005,139.5906,
Chundaria,SA,-31.8321,133.0531,
Mitchidy Moola,SA,-31.8321,133.0531,
Coorabie,SA,-31.8998,132.2953,
Charra,SA,-31.8321,133.0531,
Thevenard,SA,-32.1458,133.6485,
Yalata,SA,-31.4802,131.8424,
Nanbona,SA,-31.8321,133.0531,
Nullarbor,SA,-31.8321,133.0531,
Nundroo,SA,-31.7798,132.2043,
Ceduna Waters,SA,-32.1757,133.6961,
Oak Valley,SA,-29.4324,130.7881,
Wandana,SA,-31.8321,133.0531,
Ceduna,SA,-32.1266,133.6727,
Nadia,SA,-32.077,133.4841,
Denial Bay,SA,-32.1006,133.5768,
Bookabie,SA,-31.8384,132.6899,
Fowlers Bay,SA,-31.9865,132.4349,
Penong,SA,-31.9303,133.0107,
Glandore,SA,-34.9615,138.5683,
Kurralta Park,SA,-34.9514,138.567,
South Plympton,SA,-34.9768,138.5559,
Plympton Park,SA,-34.9807,138.5492,
Camden Park,SA,-34.9686,138.5396,
Plympton,SA,-34.962,138.555,
Melrose Park Dc,SA,-34.9796,138.5749,
Clarence Gardens,SA,-34.9754,138.5798,
Melrose Park,SA,-34.9833,138.5754,
St Marys,SA,-35.0042,138.5798,
Flinders University,SA,-35.0068,138.5762,
Morphettville,SA,-34.9885,138.5398,
Mitchell Park,SA,-35.0103,138.5627,
Glengowrie,SA,-34.9871,138.5367,
Somerton Park,SA,-34.9971,138.5215,
Warradale North,SA,-35.0019,138.5381,
South Brighton,SA,-35.0277,138.528,
North Brighton,SA,-35.0028,138.5221,
Hove,SA,-35.0081,138.5212,
Brighton,SA,-35.0182,138.5235,
Port Stanvac,SA,-35.1068,138.4929,
Lonsdale Dc,SA,-35.1068,138.4929,
Lonsdale,SA,-35.1068,138.4929,
Birdwood,SA,-34.8183,138.9648,
Palmer,SA,-34.85,139.1667,
Inverbrackie,SA,-34.9734,138.8917,
Woodside,SA,-34.9543,138.879,
Harrogate,SA,-34.95,139.0167,
Mount Torrens,SA,-34.8755,138.9586,
Rocky Gully,SA,-35.1138,139.3227,
Sunnyside,SA,-35.1138,139.3227,
Woods Point,SA,-35.1138,139.3227,
Long Flat,SA,-35.1138,139.3227,
Toora,SA,-35.1138,139.3227,
Willow Banks,SA,-35.0572,139.3462,
Greenbanks,SA,-35.056,139.3531,
Ettrick,SA,-35.0,139.5667,
Rockleigh,SA,-35.0,139.1167,
Buccleuch,SA,-35.3367,139.8785,
Callington,SA,-35.1198,139.0414,
Rocky Gully,SA,-35.0725,139.2614,
The Point,SA,-35.2167,139.3833,
Cadell Lagoon,SA,-34.0388,139.7639,
Angaston,SA,-34.5013,139.0462,
Keyneton,SA,-34.5542,139.1349,
Black Hill,SA,-34.7027,139.4575,
Mount Mckenzie,SA,-34.565,139.0884,
Kongolia,SA,-34.65,139.3667,
Moculta,SA,-34.4687,139.1186,
Cumberland Park,SA,-34.972,138.5867,
Hawthorn,SA,-34.9738,138.6074,
Kingswood,SA,-34.9713,138.6136,
Springfield,SA,-34.9782,138.6325,
Mitcham Shopping Centre,SA,-34.98,138.6167,
Brown Hill Creek,SA,-34.9868,138.6421,
Netherby,SA,-34.9705,138.625,
Mitcham,SA,-34.9789,138.6218,
Glen Osmond,SA,-34.9596,138.6487,
Myrtle Bank,SA,-34.9606,138.6338,
Urrbrae,SA,-34.9663,138.6422,
Mount Osmond,SA,-34.9629,138.6566,
Stirling,SA,-35.0022,138.7196,
Crafers West,SA,-34.9914,138.6821,
Upper Sturt,SA,-35.0167,138.6833,
Mount George,SA,-35.014,138.7665,
Bridgewater,SA,-35.014,138.7665,
Tungkillo,SA,-34.8167,139.0667,
Wistow,SA,-35.1171,138.9126,
Bugle Ranges,SA,-35.1327,138.8716,
Mount Barker,SA,-35.0667,138.8667,
Mount Gambier Dc,SA,-37.8318,140.7792,
Bibliando,SA,-32.2748,138.6181,
Wilcowie,SA,-32.2748,138.6181,
Three Creeks,SA,-32.2748,138.6181,
Witchitie,SA,-32.1572,138.9236,
Holowiliena South,SA,-32.2748,138.6181,
Holowiliena,SA,-32.2748,138.6181,
Belton,SA,-32.2333,138.7,
Willippa,SA,-32.2748,138.6181,
Moockra,SA,-32.4667,138.4333,
Baratta,SA,-32.2748,138.6181,
Yanyarrie,SA,-32.2748,138.6181,
Cradock,SA,-32.0833,138.5,
Laura,SA,-33.1852,138.3023,
Wepowie,SA,-32.8333,138.4833,
Melrose,SA,-32.8253,138.1863,
Solomontown,SA,-33.1853,138.0236,
Port Pirie West,SA,-33.1779,137.9985,
Port Davis,SA,-33.2667,137.8541,
Port Pirie,SA,-33.1918,138.0175,
Davenport,SA,-32.5484,137.8123,
Port Paterson,SA,-32.5543,137.8309,
Port Augusta West,SA,-32.4861,137.7583,
Port Augusta North,SA,-32.4799,137.838,
Willsden,SA,-32.5484,137.8123,
Blanche Harbor,SA,-32.6907,137.7553,
Miranda,SA,-32.7249,137.9029,
Winninowie,SA,-32.5484,137.8123,
Port Augusta,SA,-32.496,137.7728,
Wami Kata,SA,-32.4455,137.8046,
Commissariat Point,SA,-32.5906,137.7636,
Highland Valley,SA,-35.1661,138.919,
Gemmells,SA,-35.1711,138.9052,
Red Creek,SA,-35.1587,138.9757,
Strathalbyn,SA,-35.2598,138.8925,
Salem,SA,-35.147,139.0261,
Hartley,SA,-35.2029,139.0359,
Mount Observation,SA,-35.2751,138.9763,
Nalpa,SA,-35.3667,139.3167,
Binnum,SA,-36.7951,140.9375,
Kybybolite,SA,-36.8833,140.9167,
Hynam,SA,-36.95,140.85,
Frances,SA,-36.7167,140.9667,
Trihi,SA,-37.5054,140.6197,
Mayfield,SA,-33.5497,138.6064,
Washpool,SA,-33.5497,138.6064,
Spalding,SA,-33.4979,138.6075,
Georgetown,SA,-33.3667,138.4,
Gladstone,SA,-33.2669,138.3566,
Bangor,SA,-32.9667,138.15,
Kensington,SA,-34.9167,138.65,
Evandale,SA,-34.9055,138.6354,
Maylands,SA,-34.9113,138.6367,
St Peters,SA,-34.905,138.6225,
Felixstow,SA,-34.889,138.647,
Glynde Plaza,SA,-34.8981,138.6417,
Glynde Dc,SA,-34.8981,138.6417,
Marden,SA,-34.8957,138.6378,
Kent Town Dc,SA,-34.9216,138.6201,
Sturt,SA,-35.023,138.5548,
Darlington,SA,-35.0315,138.5553,
Blackwood,SA,-35.0214,138.6143,
O’Halloran Hill,SA,-35.0667,138.55,
O'Halloran Hill Dc,SA,-35.0735,138.5368,
Hallett Cove,SA,-35.0792,138.5146,
Happy Valley,SA,-35.0838,138.5726,
Woodcroft,SA,-35.1024,138.5629,
Onkaparinga Heights,SA,-35.147,138.5302,
Christies Beach North,SA,-35.1388,138.4723,
Christies Beach,SA,-35.1388,138.4723,
O’Sullivan Beach,SA,-35.1188,138.4734,
O'Sullivan Beach,SA,-35.1188,138.4734,
Port Noarlunga South,SA,-35.174,138.4686,
Port Noarlunga,SA,-35.148,138.471,
Seaford,SA,-35.1898,138.4759,
Moana,SA,-35.1939,138.4761,
Maslin Beach,SA,-35.2259,138.4798,
Pedler Creek,SA,-35.2242,138.5446,
Mclaren Flat,SA,-35.2167,138.5833,
Aldinga Beach,SA,-35.2783,138.458,
Silver Sands,SA,-35.3138,138.4493,
Port Willunga,SA,-35.2618,138.4644,
Paris Creek,SA,-35.2094,138.7955,
Kuitpo,SA,-35.2266,138.6861,
Prospect Hill,SA,-35.2333,138.7167,
Erskine,SA,-32.7333,138.85,
Dawson,SA,-32.8,138.9667,
Paratoo,SA,-32.7326,139.3366,
Cavenagh,SA,-32.8928,138.9218,
Peterborough,SA,-32.9721,138.8407,
Hardy,SA,-32.8928,138.9218,
Waroonee,SA,-32.8928,138.9218,
Wiawera,SA,-32.297,140.4194,
Nackara,SA,-32.8,139.2333,
Wompinie,SA,-32.0615,140.7772,
Mutooroo,SA,-32.3144,140.2065,
Weekeroo,SA,-32.3144,140.2065,
Pualco Range,SA,-32.3144,140.2065,
Waukaringa,SA,-32.3,139.4333,
Quinyambie,SA,-32.3144,140.2065,
Wadnaminga,SA,-32.3144,140.2065,
Tepco Station,SA,-32.3144,140.2065,
Mundi Mundi,SA,-32.3144,140.2065,
Mount Victor Station,SA,-32.3144,140.2065,
Mooleulooloo,SA,-32.3144,140.2065,
Melton Station,SA,-32.3144,140.2065,
Netley Gap,SA,-32.3144,140.2065,
Martins Well,SA,-32.3144,140.2065,
Koonamore,SA,-32.3144,140.2065,
Tikalina,SA,-32.3144,140.2065,
Mulyungarie,SA,-32.3144,140.2065,
Kalkaroo,SA,-32.3144,140.2065,
Kalabity,SA,-32.3144,140.2065,
Billeroo West,SA,-32.3144,140.2065,
Grampus,SA,-32.3144,140.2065,
Frome Downs,SA,-32.3144,140.2065,
Benda,SA,-32.3144,140.2065,
Erudina,SA,-32.3144,140.2065,
Abminga Station,SA,-32.3144,140.2065,
Yunta,SA,-32.5833,139.55,
Cockburn,SA,-32.0762,140.9902,
Bindarrah,SA,-32.1463,140.6671,
Manunda Station,SA,-32.3144,140.2065,
Curnamona,SA,-32.3144,140.2065,
Bulloo Creek,SA,-32.3144,140.2065,
Boolcoomatta,SA,-32.3144,140.2065,
Bimbowrie,SA,-32.3144,140.2065,
Devonborough Downs,SA,-32.3144,140.2065,
Mingary,SA,-32.1355,140.7367,
Outalpa,SA,-32.346,140.1703,
Oulnina,SA,-32.3144,140.2065,
Oulnina Park,SA,-32.3144,140.2065,
Plumbago,SA,-32.3144,140.2065,
Yarramba,SA,-32.3144,140.2065,
Winnininnie,SA,-32.3144,140.2065,
Bolivar,SA,-34.7699,138.5742,
Burton,SA,-34.7334,138.6025,
St Kilda,SA,-34.7458,138.5902,
Davoren Park South,SA,-34.6906,138.6686,
Davoren Park North,SA,-34.7003,138.6756,
Elizabeth West Dc,SA,-34.7003,138.6756,
Elizabeth West,SA,-34.7003,138.6756,
Kalbeeba,SA,-34.625,138.7928,
Concordia,SA,-34.5748,138.8051,
Gawler,SA,-34.6025,138.749,
Ward Belt,SA,-34.5789,138.6683,
Reid,SA,-34.5961,138.7367,
Kangaroo Flat,SA,-34.55,138.7,
Kingsford,SA,-34.5961,138.7367,
Croydon,SA,-34.8937,138.5669,
Renown Park,SA,-34.8917,138.5773,
Croydon Park,SA,-34.8803,138.5678,
Croydon Park South,SA,-34.8803,138.5678,
Dudley Park,SA,-34.8756,138.5773,
Devon Park,SA,-34.8865,138.5823,
Regency Park,SA,-34.8626,138.5724,
Regency Park Bc,SA,-34.8629,138.5641,
Queenstown,SA,-34.8609,138.5105,
Albert Park,SA,-34.872,138.5197,
Hendon,SA,-34.8746,138.5146,
Alberton,SA,-34.8593,138.5214,
Cheltenham,SA,-34.8679,138.5234,
Peterhead,SA,-34.8312,138.4989,
Largs North,SA,-34.8205,138.4924,
Largs Bay,SA,-34.8258,138.4862,
Taperoo,SA,-34.8043,138.4959,
Osborne,SA,-34.798,138.498,
North Haven,SA,-34.7883,138.4916,
Outer Harbor,SA,-34.7766,138.4874,
Paradise,SA,-34.8736,138.669,
Dernancourt,SA,-34.862,138.6766,
Ovingham,SA,-34.8986,138.5852,
Prospect West,SA,-34.8939,138.592,
Prospect East,SA,-34.8939,138.592,
Fitzroy,SA,-34.8968,138.5914,
Prospect,SA,-34.8824,138.5933,
Sefton Park,SA,-34.874,138.6034,
Broadview,SA,-34.8759,138.615,
Blair Athol,SA,-34.8589,138.5966,
Kilburn North,SA,-34.8593,138.5911,
Blair Athol West,SA,-34.8593,138.5911,
Kilburn,SA,-34.8597,138.5856,
Enfield,SA,-34.8526,138.6026,
Enfield Plaza,SA,-34.8544,138.6176,
Northgate,SA,-34.8578,138.6291,
Klemzig,SA,-34.8793,138.6356,
Windsor Gardens,SA,-34.8654,138.647,
Stephenston,SA,-32.3686,138.2365,
Bruce,SA,-32.4667,138.2,
Saltia,SA,-32.4843,137.9509,
Quorn,SA,-32.3468,138.0418,
Baroota,SA,-32.85,138.0333,
Port Germein,SA,-33.0216,138.0013,
Nectar Brook,SA,-32.7109,137.9991,
Germein Bay,SA,-32.8971,138.0098,
Weeroona Island,SA,-33.1027,138.0319,
Port Flinders,SA,-32.8971,138.0098,
Mambray Creek,SA,-32.8,137.9833,
Arkaroola Village,SA,-30.3116,139.3356,
Woolundunga,SA,-32.5374,137.9454,
Wilkatana Station,SA,-33.892,137.903,
South Gap,SA,-33.5241,138.0404,
Emeroo,SA,-32.3448,137.8646,
Wallerberdina,SA,-33.892,137.903,
Pernatty,SA,-33.892,137.903,
Mount Arden,SA,-33.892,137.903,
Kootaberra,SA,-33.892,137.903,
Lake Torrens Station,SA,-33.892,137.903,
Wintabatinyana,SA,-33.892,137.903,
Illeroo,SA,-32.2125,136.5539,
Wartaka,SA,-32.2125,136.5539,
Lincoln Gap,SA,-32.2125,136.5539,
Yalymboo,SA,-32.2125,136.5539,
Carriewerloo,SA,-32.2125,136.5539,
Yudnapinna,SA,-32.2125,136.5539,
Vale Park,SA,-34.886,138.6271,
Gilberton,SA,-34.9005,138.6126,
Walkerville,SA,-34.8919,138.6171,
Reedy Creek,SA,-36.95,140.0167,
Wangolina,SA,-36.9625,139.759,
Mount Benson,SA,-37.0833,139.7833,
Boatswain Point,SA,-37.0709,139.7457,
Kingston Se,SA,-36.8307,139.8522,
Wyomi,SA,-36.8578,139.8281,
Rosetown,SA,-36.8209,139.856,
Pinks Beach,SA,-36.8728,139.8194,
Sandy Grove,SA,-36.8816,139.8321,
West Range,SA,-36.7201,139.8701,
Cape Jaffa,SA,-36.9455,139.6982,
Dry Creek,SA,-34.8281,138.5547,
Cavan,SA,-34.8291,138.5985,
The Levels,SA,-34.8203,138.6172,
Parafield Airport,SA,-34.7847,138.6427,
Salisbury South Dc,SA,-34.7847,138.6427,
Salisbury South Bc,SA,-34.7847,138.6427,
Salisbury North Whites Road,SA,-34.7602,138.6211,
Salisbury,SA,-34.7667,138.6333,
Edinburgh Raaf,SA,-34.7462,138.6375,
Buckland Park,SA,-34.6853,138.5417,
Riverlea Park,SA,-34.6758,138.551,
Virginia,SA,-34.6663,138.5603,
Golden Grove,SA,-34.7833,138.7333,
Golden Grove Village,SA,-34.7745,138.7236,
Lowaldie,SA,-35.0519,139.991,
Mootatunga,SA,-34.9614,140.8416,
Kulkami,SA,-35.1667,140.2833,
Tulka,SA,-34.7942,135.7999,
Uley,SA,-34.4202,135.8125,
Wangary,SA,-34.55,135.4833,
Venus Bay,SA,-33.2333,134.6833,
Duck Ponds,SA,-34.7333,135.7833,
Tulka North,SA,-34.4202,135.8125,
Whites River,SA,-34.4953,135.929,
Mount Hope,SA,-34.1167,135.3833,
Sheringa,SA,-33.8443,135.2321,
Port Lincoln,SA,-34.7263,135.8744,
Kiana,SA,-34.4202,135.8125,
